Name	Package	Protection
com.google.android.googleapps.permission.GOOGLE_AUTH.mail	com.google.android.gsf	2
com.google.android.googleapps.permission.GOOGLE_AUTH.news	com.google.android.gsf	2
com.google.android.googleapps.permission.GOOGLE_AUTH.talk	com.google.android.gsf	2
com.google.android.googleapps.permission.GOOGLE_AUTH.wifi	com.google.android.gsf	2
com.google.android.googleapps.permission.GOOGLE_AUTH.wise	com.google.android.gsf	2
android.permission.TRANSMIT_IR	android	
com.google.android.gms.permission.C2D_MESSAGE	com.google.android.gms	2
android.permission.RETRIEVE_WINDOW_CONTENT	android	18
android.permission.VIRTUAL_INPUT_DEVICE	android	2
com.google.firebase.auth.api.gms.permission.LAUNCH_FEDERATED_SIGN_IN	com.google.android.gms	2
com.android.permission.CONNMO_SETTINGS	com.android.sdm.plugins.connmo	18
com.google.android.flipendo.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.flipendo	2
com.breel.wallpapers.notifications	com.android.systemui	
android.permission.REORDER_TASKS	android	
android.permission.ACCESS_BROADCAST_RADIO	android	18
com.android.browser.permission.READ_HISTORY_BOOKMARKS	android	
android.permission.GET_INTENT_SENDER_INTENT	android	2
com.google.android.gms.presencemanager.permission.PRESENCE_MANAGER_UPDATE_BROADCAST	com.google.android.gms	2
android.permission.CONTROL_OEM_PAID_NETWORK_PREFERENCE	android	2
com.google.android.gms.nearby.exposurenotification.EXPOSURE_CALLBACK	com.google.android.gms	2
com.android.chrome.permission.CHILD_SERVICE	com.android.chrome	2
android.permission.BIND_CARRIER_MESSAGING_CLIENT_SERVICE	android	2
com.google.android.gms.permission.PHENOTYPE_OVERRIDE_FLAGS	com.google.android.gms	2
com.android.vending.BILLING	com.android.vending	4096
com.google.android.apps.gcs.permission.BROADCAST_NETWORK_SCORES	com.google.android.apps.gcs	2
android.permission.MANAGE_TIME_AND_ZONE_DETECTION	android	18
com.android.vending.setup.PLAY_PROGRESS_BIND	com.android.vending	2
android.permission.UPDATE_PACKAGES_WITHOUT_USER_ACTION	android	
android.permission.REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE	android	
android.permission.REQUEST_COMPANION_RUN_IN_BACKGROUND	android	
android.permission.READ_NEARBY_STREAMING_POLICY	android	
android.permission.BLUETOOTH_ADMIN	android	
android.permission.CONTROL_VPN	android	18
android.permission.BIND_HOTWORD_DETECTION_SERVICE	android	2
android.permission.UPDATE_DEVICE_STATS	android	67108882
android.permission.BLUETOOTH_STACK	android	67108866
android.permission.BLUETOOTH_MAP	android	67108866
android.permission.READ_ASSISTANT_APP_SEARCH_DATA	android	67108868
android.permission.READ_PRECISE_PHONE_STATE	android	18
com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION	com.google.android.gms	2
com.google.android.gms.magictether.permission.CONNECTED_HOST_CHANGED	com.google.android.gms	2
android.permission.DEBUG_VIRTUAL_MACHINE	com.google.android.virtualmachine.res	2
android.permission.MANAGE_FINGERPRINT	android	18
com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser	com.google.android.gsf	2
com.google.android.partnersetup.permission.UPDATE_CLIENT_ID	com.google.android.partnersetup	18
com.google.android.gms.permission.CONTACTS_SYNC_DELEGATION	com.google.android.gms	2
android.permission.READ_PROJECTION_STATE	android	2
com.verizon.vzwcarrierpermission	com.verizon.mips.services	
android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS	android	50
android.permission.RECOVER_KEYSTORE	android	18
com.google.pixel.livewallpaper.permission.RECEIVE_PLACE_PICKER_RESULT	com.google.pixel.livewallpaper	2
com.google.android.googleapps.permission.GOOGLE_AUTH.androidsecure	com.google.android.gsf	2
com.verizon.svcs.fdo.FA_SWITCH_ENV	com.verizon.mips.services	2
android.permission.WRITE_DEVICE_CONFIG	android	524802
com.google.android.setupwizard.SETUP_BTS	com.google.android.setupwizard	2
android.permission.NET_ADMIN	android	67108866
android.permission.ROTATE_SURFACE_FLINGER	android	33554434
com.google.android.carrier.permission.WRITE_VENDOR_CONFIG	com.google.android.carrier	2
android.permission.RESTRICTED_VR_ACCESS	android	1026
android.permission.SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE	android	67108868
android.permission.CARRIER_FILTER_SMS	android	18
com.google.android.setupwizard.SETUP	com.google.android.setupwizard	2
com.google.android.permission.BROADCAST_DATA_MESSAGE	com.google.android.gsf	18
com.google.android.gms.WRITE_VERIFY_APPS_CONSENT	com.google.android.gms	18
android.permission.SEND_SAFETY_CENTER_UPDATE	android	20
android.permission.PERFORM_IMS_SINGLE_REGISTRATION	android	67108868
android.permission.PERFORM_CDMA_PROVISIONING	android	67108882
com.google.android.gms.trustagent.permission.TRUSTAGENT_STATE	com.google.android.gms	2
android.permission.BIND_CONNECTION_SERVICE	android	18
android.permission.READ_EXTERNAL_STORAGE	android	1
com.google.android.gm.permission.READ_CONTENT_PROVIDER	com.google.android.gm	1
android.permission.BIND_QUICK_ACCESS_WALLET_SERVICE	android	2
com.google.android.pixel.setupwizard.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.pixel.setupwizard	2
com.verizon.mips.services.download_status_permission	com.verizon.mips.services	18
android.permission.REQUEST_COMPANION_SELF_MANAGED	android	18
android.permission.INSTALL_GRANT_RUNTIME_PERMISSIONS	android	770
android.permission.WRITE_SOCIAL_STREAM	android	
com.zhiliaoapp.musically.permission.ATTRIBUTION_INFO	com.zhiliaoapp.musically	2
android.permission.EXEMPT_FROM_AUDIO_RECORD_RESTRICTIONS	android	67108882
com.android.companiondevicemanager.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.companiondevicemanager	2
android.permission.NETWORK_MANAGED_PROVISIONING	android	67108866
android.permission.ACCESS_INSTANT_APPS	android	67109634
android.permission.DISABLE_SYSTEM_SOUND_EFFECTS	android	18
android.permission.MANAGE_ACCESSIBILITY	android	33556482
android.permission.CONTROL_REMOTE_APP_TRANSITION_ANIMATIONS	android	18
android.permission.LAUNCH_TRUST_AGENT_SETTINGS	android	18
android.permission.REGISTER_CALL_PROVIDER	android	18
com.google.android.gms.dck.permission.DIGITAL_KEY_PRIVILEGED	com.google.android.gms	2
android.permission.GET_PACKAGE_SIZE	android	
android.permission.MANAGE_COMPANION_DEVICES	android	67108866
android.permission.MODIFY_THEME_OVERLAY	android	2
android.permission.CLEAR_APP_GRANTED_URI_PERMISSIONS	android	2
android.permission.RECEIVE_DEVICE_CUSTOMIZATION_READY	android	1026
com.google.android.c2dm.permission.SEND	com.google.android.gsf	18
android.permission.BIND_VPN_SERVICE	android	2
com.android.remoteprovisioner.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.remoteprovisioner	2
android.permission.USE_EXACT_ALARM	android	
com.google.android.settings.intelligence.BATTERY_DATA	com.google.android.settings.intelligence	18
android.permission.MANAGE_SAFETY_CENTER	android	67109124
android.permission.APPROVE_INCIDENT_REPORTS	android	1048578
android.permission.TRUST_LISTENER	android	2
com.android.intentresolver.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.intentresolver	2
android.permission.ACCOUNT_MANAGER	android	2
android.permission.ACCESS_CONTEXT_HUB	android	18
com.google.android.apps.wallpaper.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.apps.wallpaper	2
android.permission.MODIFY_USER_PREFERRED_DISPLAY_MODE	android	2
android.permission.UWB_PRIVILEGED	android	18
android.permission.MANAGE_USB	android	18
com.google.android.partnersetup.permission.WRITE_APP_PROVIDER	com.google.android.partnersetup	18
android.permission.REVIEW_ACCESSIBILITY_SERVICES	android	2
android.permission.ACCESS_ALL_DOWNLOADS	com.android.providers.downloads	2
android.permission.ALLOCATE_AGGRESSIVE	android	18
android.permission.INTERACT_ACROSS_USERS_FULL	android	67109122
com.android.hotwordenrollment.xgoogle.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.hotwordenrollment.xgoogle	2
android.permission.SET_GAME_SERVICE	android	2
com.google.android.onetimeinitializer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.onetimeinitializer	2
android.permission.CHANGE_ACCESSIBILITY_VOLUME	android	2
android.permission.BIND_APPWIDGET	android	18
com.google.android.gms.permission.PHENOTYPE_UPDATE_BROADCAST	com.google.android.gms	2
android.permission.STOP_APP_SWITCHES	android	33554450
com.google.android.apps.gsa.nga.engine.stash.BROADCAST	com.google.android.googlequicksearchbox	2
android.permission.RECEIVE_MEDIA_RESOURCE_USAGE	android	18
android.permission.SYSTEM_CAMERA	android	67108882
com.android.cellbroadcastreceiver.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.cellbroadcastreceiver	2
android.permission.BATTERY_STATS	android	50
com.google.android.gms.permission.INTERNAL_BROADCAST	com.google.android.gms	2
android.permission.CAPTURE_VOICE_COMMUNICATION_OUTPUT	android	67108882
android.permission.GET_HISTORICAL_APP_OPS_STATS	android	67108868
android.permission.PACKAGE_USAGE_STATS	android	16777330
com.android.nearby.halfsheet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.nearby.halfsheet	2
android.permission.NETWORK_SIGNAL_STRENGTH_WAKEUP	android	18
android.permission.WRITE_PROFILE	android	
android.permission.MOUNT_UNMOUNT_FILESYSTEMS	android	18
android.permission.GET_ACCOUNTS_PRIVILEGED	android	18
android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS	android	1026
android.permission.TETHER_PRIVILEGED	android	18
android.permission.WRITE_SECURE_SETTINGS	android	67109170
android.permission.WRITE_SETTINGS_HOMEPAGE_DATA	android	18
com.android.vending.TOS_ACKED	com.android.vending	18
android.permission.SERIAL_PORT	android	18
android.permission.BIND_NOTIFICATION_LISTENER_SERVICE	android	2
android.permission.BIND_SCREENING_SERVICE	android	18
android.permission.MANAGE_APP_PREDICTIONS	android	67108866
android.permission.KEYPHRASE_ENROLLMENT_APPLICATION	android	18
com.google.android.apps.gcs.WRITE_EXPERIMENTS	com.google.android.apps.gcs	2
android.permission.FORCE_PERSISTABLE_URI_PERMISSIONS	android	2
android.permission.UNLIMITED_SHORTCUTS_API_CALLS	android	67108866
android.permission.CAPTURE_AUDIO_OUTPUT	android	67108882
android.permission.BIND_MIDI_DEVICE_SERVICE	android	2
android.permission.MANAGE_DEBUGGING	android	18
com.google.android.finsky.permission.INSTANT_APP_STATE	com.android.vending	2
com.google.android.googleapps.permission.GOOGLE_AUTH.grandcentral	com.google.android.gsf	2
com.google.android.gms.auth.proximity.permission.SMS_CONNECT_SETUP_REQUESTED	com.google.android.gms	2
android.permission.ACCESS_COARSE_LOCATION	android	4097
android.permission.MOVE_PACKAGE	android	18
com.google.sensor.elmyra.permission.USE_RAW_SENSOR	com.android.systemui	1026
android.permission.SET_ACTIVITY_WATCHER	android	2
com.google.android.gms.supervision.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.gms.supervision	2
android.permission.READ_BLOCKED_NUMBERS	android	2
android.permission.REQUEST_PASSWORD_COMPLEXITY	android	
android.permission.ACCESS_VIBRATOR_STATE	android	18
com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED	com.google.android.apps.wallpaper	2
com.verizon.mips.services.RECEIVE_SUW_CARRIER_SCREENS_UPDATE	com.verizon.mips.services	18
android.permission.STATUS_BAR_SERVICE	android	2
com.google.android.gms.apps.helprtc.INTERNAL_BROADCAST	com.google.android.apps.helprtc	2
android.permission.AMBIENT_WALLPAPER	android	1026
android.permission.READ_SEARCH_INDEXABLES	android	18
com.android.permission.WRITE_OMADM_SETTINGS	com.android.omadm.service	18
android.permission.BIND_TIME_ZONE_PROVIDER_SERVICE	android	2
android.permission.CONTROL_DEVICE_STATE	android	2
com.google.android.settings.setup.dock.RUN_DOCK_SETUP	com.android.settings	18
android.permission.SUGGEST_TELEPHONY_TIME_AND_ZONE	android	2
android.permission.GET_PEOPLE_TILE_PREVIEW	android	33554434
android.permission.READ_PHONE_STATE	android	1
android.permission.TUNER_RESOURCE_ACCESS	android	32786
android.permission.NFC_HANDOVER_STATUS	android	18
android.permission.HIDE_OVERLAY_WINDOWS	android	
android.permission.ACCESS_BLOBS_ACROSS_USERS	android	67108914
android.permission.SCORE_NETWORKS	android	18
android.permission.LOG_COMPAT_CHANGE	android	18
android.permission.USE_FULL_SCREEN_INTENT	android	
android.permission.PROVISION_MANAGED_DEVICE_SILENTLY	com.android.managedprovisioning	1026
android.permission.DIAGNOSTIC	android	2
android.permission.RADIO_SCAN_WITHOUT_LOCATION	android	8388610
com.google.android.googleapps.permission.GOOGLE_AUTH.jotspot	com.google.android.gsf	2
android.permission.CALL_COMPANION_APP	android	
android.permission.ACCESS_LOCATION_EXTRA_COMMANDS	android	
android.permission.RECEIVE_WIFI_CREDENTIAL_CHANGE	android	18
android.permission.ACCESS_LOCUS_ID_USAGE_STATS	android	67108866
android.permission.BIND_DISPLAY_HASHING_SERVICE	android	2
android.permission.READ_PRIVILEGED_PHONE_STATE	android	67108882
com.google.android.gms.permission.GOOGLE_PAY	com.google.android.gms	2
android.permission.UPDATE_LOCK_TASK_PACKAGES	android	2050
android.permission.ACCESS_IMS_CALL_SERVICE	android	18
android.permission.TRIGGER_TIME_ZONE_RULES_CHECK	android	2
android.permission.SEND_SMS	android	1
android.permission.ACCESS_DOWNLOAD_MANAGER	com.android.providers.downloads	18
android.permission.BROADCAST_STICKY	android	
android.permission.ASSOCIATE_COMPANION_DEVICES	android	67108868
android.permission.INSTALL_PACKAGE_UPDATES	android	18
com.google.android.gms.chimera.permission.QUERY_MODULES	com.google.android.gms	2
android.permission.ASEC_ACCESS	android	2
android.permission.NETWORK_FACTORY	android	67108866
android.permission.BIND_REMOTE_DISPLAY	android	2
android.permission.BLUETOOTH_PRIVILEGED	android	18
com.google.android.apps.pixel.factoryota.permission.CONFIG_RESULT	com.google.android.factoryota	
android.permission.BATTERY_PREDICTION	android	18
android.permission.NETWORK_STACK	android	2
com.google.android.gms.permission.CAR	com.google.android.gms	2
android.permission.SET_ALWAYS_FINISH	android	50
com.android.systemui.plugin.globalactions.wallet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.android.systemui.plugin.globalactions.wallet	2
android.permission.CALL_PHONE	android	1
android.permission.REQUEST_INCIDENT_REPORT_APPROVAL	android	18
android.permission.HARDWARE_TEST	android	2
com.google.android.elmyra.permission.CONFIGURE_ASSIST_GESTURE	com.android.systemui	1026
android.permission.TEST_BIOMETRIC	android	2
android.permission.USE_BIOMETRIC_INTERNAL	android	2
android.permission.ASEC_CREATE	android	2
android.permission.OBSERVE_SENSOR_PRIVACY	android	67109124
android.permission.QUERY_TIME_ZONE_RULES	android	18
android.permission.PEEK_DROPBOX_DATA	android	2
android.permission.SET_SYSTEM_AUDIO_CAPTION	android	67108866
com.google.android.gms.smartdevice.permission.NOTIFY_QUICK_START_STATUS	com.google.android.gms	2
com.android.permission.USE_INSTALLER_V2	android	18
android.permission.WRITE_OBB	android	18
android.permission.WRITE_SMS	android	
android.permission.READ_MEDIA_IMAGES	android	1
com.google.pixel.livewallpaper.permission.DOWNLOAD_LIVE_WALLPAPER	com.google.pixel.livewallpaper	1026
com.google.android.gm.permission.READ_GMAIL	com.google.android.gm	2
android.permission.INSTALL_DYNAMIC_SYSTEM	android	18
android.permission.MANAGE_ETHERNET_NETWORKS	android	2
android.permission.CONTROL_DISPLAY_BRIGHTNESS	android	2
android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME	android	18
com.google.android.xmpp.permission.BROADCAST	com.google.android.gsf	18
com.google.android.xmpp.permission.SEND_RECEIVE	com.google.android.gsf	2
android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE	android	2
android.permission.BIND_AUTOFILL_SERVICE	android	2
android.permission.WRITE_CONTACTS	android	1
android.permission.ACCESS_KEYGUARD_SECURE_STORAGE	android	2050
android.permission.BIND_JOB_SERVICE	android	2
android.permission.OBSERVE_ROLE_HOLDERS	android	258
android.permission.CONFIRM_FULL_BACKUP	android	2
android.permission.CAPTURE_SECURE_VIDEO_OUTPUT	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.goanna_mobile	com.google.android.gsf	
android.permission.SET_TIME	android	67108882
does.not.matter.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.gsf	2
com.android.providers.media.permission.MANAGE_CLOUD_MEDIA_PROVIDERS	com.google.android.providers.media.module	2
android.permission.TIS_EXTENSION_INTERFACE	android	32786
android.permission.WRITE_APN_SETTINGS	android	18
com.google.android.xmpp.permission.XMPP_ENDPOINT_BROADCAST	com.google.android.gsf	18
com.google.android.providers.settings.permission.WRITE_GSETTINGS	com.google.android.gsf	2
android.permission.MANAGE_CLOUDSEARCH	android	67108882
android.permission.CHANGE_WIFI_STATE	android	
com.verizon.mips.services.COMPONENT_STATUS	com.verizon.mips.services	
android.permission.BIND_COMPANION_DEVICE_MANAGER_SERVICE	android	2
com.google.android.apps.restore.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.apps.restore	2
com.android.permission.INJECT_OMADM_SETTINGS	com.android.omadm.service	18
com.google.android.apps.carrier.log.permission.SEND_LOGS	com.google.android.apps.carrier.log	18
android.permission.CAMERA_OPEN_CLOSE_LISTENER	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.adsense	com.google.android.gsf	2
android.permission.BIND_PACKAGE_VERIFIER	android	2
android.permission.READ_INSTALL_SESSIONS	android	
com.google.android.googleapps.permission.GOOGLE_AUTH.adwords	com.google.android.gsf	2
android.permission.MANAGE_IPSEC_TUNNELS	android	66
android.permission.MODIFY_CELL_BROADCASTS	android	18
android.permission.SYSTEM_APPLICATION_OVERLAY	android	100663554
android.permission.MODIFY_DAY_NIGHT_MODE	android	18
android.permission.BIND_ROUTE_PROVIDER	android	2
android.permission.RECEIVE_STK_COMMANDS	android	18
com.zhiliaoapp.musically.permission.RECEIVE_ADM_MESSAGE	com.zhiliaoapp.musically	2
android.permission.INPUT_CONSUMER	android	2
android.permission.GET_PASSWORD	android	2
android.permission.BIND_CARRIER_MESSAGING_SERVICE	android	18
android.permission.MANAGE_BIOMETRIC	android	2
android.permission.NETWORK_SETUP_WIZARD	android	2050
android.permission.ACCESS_BLUETOOTH_SHARE	com.google.android.bluetooth	18
android.permission.OBSERVE_APP_USAGE	android	18
android.permission.PACKAGE_VERIFICATION_AGENT	android	18
com.shannon.rcsservice.permission.WRITE	com.shannon.rcsservice	18
android.permission.SET_ORIENTATION	android	33554434
android.permission.REVOKE_RUNTIME_PERMISSIONS	android	770
android.permission.SET_DEFAULT_ACCOUNT_FOR_CONTACTS	android	67108868
android.permission.ACCESS_MESSAGES_ON_ICC	android	2
android.permission.MANAGE_MEDIA	android	1090
android.permission.BIND_EUICC_SERVICE	android	2
com.google.android.gms.permission.BIND_USER_STATUS_LISTENER_SERVICE	com.google.android.gms	2
android.permission.BIND_VISUAL_VOICEMAIL_SERVICE	android	18
android.permission.BODY_SENSORS_BACKGROUND	android	1
android.permission.MANAGE_USERS	android	18
com.android.vending.billing.BILLING_ACCOUNT_SERVICE	com.android.vending	18
com.google.android.gm.email.permission.ACCESS_PROVIDER	com.google.android.gm	2
com.google.android.gms.contextmanager.CONTEXT_MANAGER_RESTARTED_BROADCAST	com.google.android.gms	2
android.permission.SET_PREFERRED_APPLICATIONS	android	770
android.permission.BIND_TV_REMOTE_SERVICE	android	18
android.permission.FLASHLIGHT	android	
android.permission.RENOUNCE_PERMISSIONS	android	18
android.permission.SEND_CATEGORY_CAR_NOTIFICATIONS	android	18
android.permission.DELETE_CACHE_FILES	android	18
android.permission.SET_WALLPAPER_COMPONENT	android	18
android.permission.ACCESS_UCE_PRESENCE_SERVICE	android	18
android.permission.ACCESS_NETWORK_STATE	android	4096
android.permission.BIND_CONDITION_PROVIDER_SERVICE	android	2
android.permission.SET_DISPLAY_OFFSET	android	18
android.permission.BIND_COMPANION_DEVICE_SERVICE	android	2
android.permission.DOMAIN_VERIFICATION_AGENT	android	20
android.permission.ACCESS_MTP	android	18
android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS	android	18
android.permission.DISABLE_KEYGUARD	android	
android.permission.OBSERVE_NETWORK_POLICY	android	2
android.permission.BACKUP	android	18
android.permission.MANAGE_BLUETOOTH_WHEN_WIRELESS_CONSENT_REQUIRED	android	2
android.permission.INTERNAL_DELETE_CACHE_FILES	android	2
android.permission.ACCEPT_HANDOVER	android	1
android.permission.PROCESS_CALLLOG_INFO	com.android.server.telecom	18
com.android.cellbroadcastreceiver.module.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.cellbroadcastreceiver	2
com.google.android.googleapps.permission.GOOGLE_AUTH.youtube	com.google.android.gsf	2
com.google.android.gms.carsetup.DRIVING_MODE_MANAGER	com.google.android.gms	2
android.permission.CAMERA	android	4097
android.permission.CHANGE_CONFIGURATION	android	67108914
android.permission.USER_ACTIVITY	android	18
android.permission.LOCAL_MAC_ADDRESS	android	18
com.google.android.gms.permission.SHOW_PAYMENT_CARD_DETAILS	com.google.android.gms	2
com.google.android.gms.findmydevice.spot.permission.DEVICE_CHANGES	com.google.android.gms	2
com.google.android.projection.gearhead.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.projection.gearhead	2
android.permission.READ_LOGS	android	50
android.permission.RESET_APP_ERRORS	android	2
com.google.android.apps.nbu.files.permission.C2D_MESSAGE	com.google.android.apps.nbu.files	2
com.android.permission.OMADM_CONFIGURE_DONE	com.android.omadm.service	2
android.permission.REQUEST_NOTIFICATION_ASSISTANT_SERVICE	android	67108882
android.permission.COPY_PROTECTED_DATA	android	2
com.google.android.gms.magictether.permission.SCANNED_DEVICE	com.google.android.gms	2
android.permission.MANAGE_SPEECH_RECOGNITION	android	2
com.google.android.setupwizard.PARTNER_SETUP	com.google.android.setupwizard	18
android.permission.MANAGE_ONGOING_CALLS	android	66
android.permission.BIND_AUTOFILL_FIELD_CLASSIFICATION_SERVICE	android	2
com.google.android.gms.auth.cryptauth.permission.CABLEV2_SERVER_LINK	com.google.android.gms	2
android.permission.ASEC_DESTROY	android	2
com.android.permission.USE_SYSTEM_DATA_LOADERS	android	2
android.permission.MANAGE_CONTENT_SUGGESTIONS	android	2
android.permission.INTERACT_ACROSS_USERS	android	67108914
android.permission.SET_WALLPAPER	android	
android.permission.ASEC_RENAME	android	2
com.google.android.gms.permission.ACTIVITY_RECOGNITION	com.google.android.gms	
android.permission.TRIGGER_SHELL_BUGREPORT	android	2
android.permission.MANAGE_CREDENTIAL_MANAGEMENT_APP	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.android	com.google.android.gsf	2
android.permission.SET_KEYBOARD_LAYOUT	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.finance	com.google.android.gsf	2
android.permission.BIND_CONTENT_SUGGESTIONS_SERVICE	android	2
android.permission.USE_DATA_IN_BACKGROUND	android	2
com.google.android.apps.wallpaper.CHANGE_DOCKED_CLOCK_FACE	com.google.android.apps.wallpaper	18
android.permission.WRITE_CALENDAR	android	1
android.permission.UPDATE_CONFIG	android	18
android.permission.ACCESS_NETWORK_CONDITIONS	android	18
android.permission.WRITE_CALL_LOG	android	1
android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS	android	33554450
android.permission.BIND_NOTIFICATION_ASSISTANT_SERVICE	android	2
com.google.android.setupwizard.SETUP_COMPAT_SERVICE	com.google.android.setupwizard	
android.permission.READ_DREAM_STATE	android	18
android.permission.QUERY_DO_NOT_ASK_CREDENTIALS_ON_BOOT	android	2
android.permission.START_VIEW_APP_FEATURES	android	258
android.permission.OVERRIDE_DISPLAY_MODE_REQUESTS	android	2
com.google.android.googleapps.permission.GOOGLE_AUTH.dodgeball	com.google.android.gsf	2
android.permission.ADD_ALWAYS_UNLOCKED_DISPLAY	android	67108866
android.permission.MANAGE_ROLLBACKS	android	18
com.google.android.launcher.permission.RECEIVE_FIRST_LOAD_BROADCAST	com.google.android.googlequicksearchbox	18
com.google.android.gms.permission.BIND_PAYMENTS_CALLBACK_SERVICE	com.google.android.gms	2
com.android.permissioncontroller.permission.MANAGE_ROLES_FROM_CONTROLLER	com.google.android.permissioncontroller	2
android.permission.UPDATE_LOCK	android	18
com.android.packageinstaller.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.google.android.packageinstaller	2
com.google.android.finsky.permission.DSE	com.android.vending	
android.permission.ACCESS_LOWPAN_STATE	android	18
android.permission.READ_NETWORK_USAGE_HISTORY	android	18
android.permission.ACCESS_DRM_CERTIFICATES	android	18
android.permission.READ_MEDIA_AUDIO	android	1
com.google.android.gsf.permission.C2D_MESSAGE	com.google.android.gsf	2
com.google.android.apps.docs.permission.READ_MY_DATA	com.google.android.apps.docs	2
android.permission.DISABLE_HIDDEN_API_CHECKS	android	2
android.permission.INSTALL_SELF_UPDATES	android	18
android.permission.READ_MEDIA_VIDEO	android	1
com.android.vending.appdiscoveryservice.permission.ACCESS_APP_DISCOVERY_SERVICE	com.android.vending	
android.permission.SET_AND_VERIFY_LOCKSCREEN_CREDENTIALS	android	2
com.google.android.googlequicksearchbox.permission.FLUSH_LOGS	com.google.android.googlequicksearchbox	2
android.permission.BIND_SOUND_TRIGGER_DETECTION_SERVICE	android	2
android.permission.TV_VIRTUAL_REMOTE_CONTROLLER	android	18
android.permission.MANAGE_APP_OPS_RESTRICTIONS	android	258
android.permission.READ_INPUT_STATE	android	2
android.permission.MANAGE_LOWPAN_INTERFACES	android	18
android.permission.KILL_BACKGROUND_PROCESSES	android	
android.permission.BIND_ATTESTATION_VERIFICATION_SERVICE	android	2
android.permission.MANAGE_USER_OEM_UNLOCK_STATE	android	18
com.google.android.setupwizard.READ_DEVICE_ORIGIN_FIRST_PARTY	com.google.android.setupwizard	
